event_id,magnitude_bin,annual_rate,central_return_period
EV00245,minor,0.0015384615384615385,5
EV00246,minor,0.0015384615384615385,5
EV00247,minor,0.0015384615384615385,5
EV00248,minor,0.0015384615384615385,5
EV00249,minor,0.0015384615384615385,5
EV00250,minor,0.0015384615384615385,5
EV00251,minor,0.0015384615384615385,5
EV00252,minor,0.0015384615384615385,5
EV00253,minor,0.0015384615384615385,5
EV00254,minor,0.0015384615384615385,5
EV00255,minor,0.0015384615384615385,5
EV00256,minor,0.0015384615384615385,5
EV00257,minor,0.0015384615384615385,5
EV00258,minor,0.0015384615384615385,5
EV00259,minor,0.0015384615384615385,5
EV00260,minor,0.0015384615384615385,5
EV00261,minor,0.0015384615384615385,5
EV00262,minor,0.0015384615384615385,5
EV00263,minor,0.0015384615384615385,5
EV00264,minor,0.0015384615384615385,5
EV00265,minor,0.0015384615384615385,5
EV00266,minor,0.0015384615384615385,5
EV00267,minor,0.0015384615384615385,5
EV00268,minor,0.0015384615384615385,5
EV00269,minor,0.0015384615384615385,5
EV00270,moderate,0.0008333333333333334,10
EV00271,moderate,0.0008333333333333334,10
EV00272,moderate,0.0008333333333333334,10
EV00273,moderate,0.0008333333333333334,10
EV00274,moderate,0.0008333333333333334,10
EV00275,moderate,0.0008333333333333334,10
EV00276,moderate,0.0008333333333333334,10
EV00277,moderate,0.0008333333333333334,10
EV00278,moderate,0.0008333333333333334,10
EV00279,moderate,0.0008333333333333334,10
EV00280,moderate,0.0008333333333333334,10
EV00281,moderate,0.0008333333333333334,10
EV00282,moderate,0.0008333333333333334,10
EV00283,moderate,0.0008333333333333334,10
EV00284,moderate,0.0008333333333333334,10
EV00285,moderate,0.0008333333333333334,10
EV00286,moderate,0.0008333333333333334,10
EV00287,moderate,0.0008333333333333334,10
EV00288,moderate,0.0008333333333333334,10
EV00289,moderate,0.0008333333333333334,10
EV00290,moderate,0.0008333333333333334,10
EV00291,moderate,0.0008333333333333334,10
EV00292,moderate,0.0008333333333333334,10
EV00293,moderate,0.0008333333333333334,10
EV00294,moderate,0.0008333333333333334,10
EV00295,moderate,0.0008333333333333334,10
EV00296,moderate,0.0008333333333333334,10
EV00297,moderate,0.0008333333333333334,10
EV00298,moderate,0.0008333333333333334,10
EV00299,moderate,0.0008333333333333334,10
EV00300,moderate,0.0008333333333333334,10
EV00301,moderate,0.0008333333333333334,10
EV00302,moderate,0.0008333333333333334,10
EV00303,moderate,0.0008333333333333334,10
EV00304,moderate,0.0008333333333333334,10
EV00305,moderate,0.0008333333333333334,10
EV00306,moderate,0.0008333333333333334,10
EV00307,moderate,0.0008333333333333334,10
EV00308,moderate,0.0008333333333333334,10
EV00309,moderate,0.0008333333333333334,10
EV00310,moderate,0.0008333333333333334,10
EV00311,moderate,0.0008333333333333334,10
EV00312,moderate,0.0008333333333333334,10
EV00313,moderate,0.0008333333333333334,10
EV00314,moderate,0.0008333333333333334,10
EV00315,moderate,0.0008333333333333334,10
EV00316,moderate,0.0008333333333333334,10
EV00317,moderate,0.0008333333333333334,10
EV00318,moderate,0.0008333333333333334,10
EV00319,moderate,0.0008333333333333334,10
EV00320,moderate,0.0008333333333333334,10
EV00321,moderate,0.0008333333333333334,10
EV00322,moderate,0.0008333333333333334,10
EV00323,moderate,0.0008333333333333334,10
EV00324,moderate,0.0008333333333333334,10
EV00325,moderate,0.0008333333333333334,10
EV00326,moderate,0.0008333333333333334,10
EV00327,moderate,0.0008333333333333334,10
EV00328,moderate,0.0008333333333333334,10
EV00329,moderate,0.0008333333333333334,10
EV00330,moderate,0.0008333333333333334,10
EV00331,moderate,0.0008333333333333334,10
EV00332,moderate,0.0008333333333333334,10
EV00333,moderate,0.0008333333333333334,10
EV00334,moderate,0.0008333333333333334,10
EV00335,moderate,0.0008333333333333334,10
EV00336,moderate,0.0008333333333333334,10
EV00337,moderate,0.0008333333333333334,10
EV00338,moderate,0.0008333333333333334,10
EV00339,moderate,0.0008333333333333334,10
EV00340,moderate,0.0008333333333333334,10
EV00341,moderate,0.0008333333333333334,10
EV00342,moderate,0.0008333333333333334,10
EV00343,moderate,0.0008333333333333334,10
EV00344,moderate,0.0008333333333333334,10
EV00345,moderate,0.0008333333333333334,10
EV00346,moderate,0.0008333333333333334,10
EV00347,moderate,0.0008333333333333334,10
EV00348,moderate,0.0008333333333333334,10
EV00349,moderate,0.0008333333333333334,10
EV00350,moderate,0.0008333333333333334,10
EV00351,moderate,0.0008333333333333334,10
EV00352,moderate,0.0008333333333333334,10
EV00353,moderate,0.0008333333333333334,10
EV00354,moderate,0.0008333333333333334,10
EV00355,moderate,0.0008333333333333334,10
EV00356,moderate,0.0008333333333333334,10
EV00357,moderate,0.0008333333333333334,10
EV00358,moderate,0.0008333333333333334,10
EV00359,moderate,0.0008333333333333334,10
EV00360,moderate,0.0008333333333333334,10
EV00361,moderate,0.0008333333333333334,10
EV00362,moderate,0.0008333333333333334,10
EV00363,moderate,0.0008333333333333334,10
EV00364,moderate,0.0008333333333333334,10
EV00365,moderate,0.0008333333333333334,10
EV00366,moderate,0.0008333333333333334,10
EV00367,moderate,0.0008333333333333334,10
EV00368,moderate,0.0008333333333333334,10
EV00369,moderate,0.0008333333333333334,10
EV00370,moderate,0.0008333333333333334,10
EV00371,moderate,0.0008333333333333334,10
EV00372,moderate,0.0008333333333333334,10
EV00373,moderate,0.0008333333333333334,10
EV00374,moderate,0.0008333333333333334,10
EV00375,moderate,0.0008333333333333334,10
EV00376,moderate,0.0008333333333333334,10
EV00377,moderate,0.0008333333333333334,10
EV00378,moderate,0.0008333333333333334,10
EV00379,moderate,0.0008333333333333334,10
EV00380,moderate,0.0008333333333333334,10
EV00381,moderate,0.0008333333333333334,10
EV00382,moderate,0.0008333333333333334,10
EV00383,moderate,0.0008333333333333334,10
EV00384,moderate,0.0008333333333333334,10
EV00385,moderate,0.0008333333333333334,10
EV00386,moderate,0.0008333333333333334,10
EV00387,moderate,0.0008333333333333334,10
EV00388,moderate,0.0008333333333333334,10
EV00389,moderate,0.0008333333333333334,10
EV00390,significant,0.00036363636363636367,25
EV00391,significant,0.00036363636363636367,25
EV00392,significant,0.00036363636363636367,25
EV00393,significant,0.00036363636363636367,25
EV00394,significant,0.00036363636363636367,25
EV00395,significant,0.00036363636363636367,25
EV00396,significant,0.00036363636363636367,25
EV00397,significant,0.00036363636363636367,25
EV00398,significant,0.00036363636363636367,25
EV00399,significant,0.00036363636363636367,25
EV00400,significant,0.00036363636363636367,25
EV00401,significant,0.00036363636363636367,25
EV00402,significant,0.00036363636363636367,25
EV00403,significant,0.00036363636363636367,25
EV00404,significant,0.00036363636363636367,25
EV00405,significant,0.00036363636363636367,25
EV00406,significant,0.00036363636363636367,25
EV00407,significant,0.00036363636363636367,25
EV00408,significant,0.00036363636363636367,25
EV00409,significant,0.00036363636363636367,25
EV00410,significant,0.00036363636363636367,25
EV00411,significant,0.00036363636363636367,25
EV00412,significant,0.00036363636363636367,25
EV00413,significant,0.00036363636363636367,25
EV00414,significant,0.00036363636363636367,25
EV00415,significant,0.00036363636363636367,25
EV00416,significant,0.00036363636363636367,25
EV00417,significant,0.00036363636363636367,25
EV00418,significant,0.00036363636363636367,25
EV00419,significant,0.00036363636363636367,25
EV00420,significant,0.00036363636363636367,25
EV00421,significant,0.00036363636363636367,25
EV00422,significant,0.00036363636363636367,25
EV00423,significant,0.00036363636363636367,25
EV00424,significant,0.00036363636363636367,25
EV00425,significant,0.00036363636363636367,25
EV00426,significant,0.00036363636363636367,25
EV00427,significant,0.00036363636363636367,25
EV00428,significant,0.00036363636363636367,25
EV00429,significant,0.00036363636363636367,25
EV00430,significant,0.00036363636363636367,25
EV00431,significant,0.00036363636363636367,25
EV00432,significant,0.00036363636363636367,25
EV00433,significant,0.00036363636363636367,25
EV00434,significant,0.00036363636363636367,25
EV00435,significant,0.00036363636363636367,25
EV00436,significant,0.00036363636363636367,25
EV00437,significant,0.00036363636363636367,25
EV00438,significant,0.00036363636363636367,25
EV00439,significant,0.00036363636363636367,25
EV00440,significant,0.00036363636363636367,25
EV00441,significant,0.00036363636363636367,25
EV00442,significant,0.00036363636363636367,25
EV00443,significant,0.00036363636363636367,25
EV00444,significant,0.00036363636363636367,25
EV00445,significant,0.00036363636363636367,25
EV00446,significant,0.00036363636363636367,25
EV00447,significant,0.00036363636363636367,25
EV00448,significant,0.00036363636363636367,25
EV00449,significant,0.00036363636363636367,25
EV00450,significant,0.00036363636363636367,25
EV00451,significant,0.00036363636363636367,25
EV00452,significant,0.00036363636363636367,25
EV00453,significant,0.00036363636363636367,25
EV00454,significant,0.00036363636363636367,25
EV00455,significant,0.00036363636363636367,25
EV00456,significant,0.00036363636363636367,25
EV00457,significant,0.00036363636363636367,25
EV00458,significant,0.00036363636363636367,25
EV00459,significant,0.00036363636363636367,25
EV00460,significant,0.00036363636363636367,25
EV00461,significant,0.00036363636363636367,25
EV00462,significant,0.00036363636363636367,25
EV00463,significant,0.00036363636363636367,25
EV00464,significant,0.00036363636363636367,25
EV00465,significant,0.00036363636363636367,25
EV00466,significant,0.00036363636363636367,25
EV00467,significant,0.00036363636363636367,25
EV00468,significant,0.00036363636363636367,25
EV00469,significant,0.00036363636363636367,25
EV00470,significant,0.00036363636363636367,25
EV00471,significant,0.00036363636363636367,25
EV00472,significant,0.00036363636363636367,25
EV00473,significant,0.00036363636363636367,25
EV00474,significant,0.00036363636363636367,25
EV00475,significant,0.00036363636363636367,25
EV00476,significant,0.00036363636363636367,25
EV00477,significant,0.00036363636363636367,25
EV00478,significant,0.00036363636363636367,25
EV00479,significant,0.00036363636363636367,25
EV00480,significant,0.00036363636363636367,25
EV00481,significant,0.00036363636363636367,25
EV00482,significant,0.00036363636363636367,25
EV00483,significant,0.00036363636363636367,25
EV00484,significant,0.00036363636363636367,25
EV00485,significant,0.00036363636363636367,25
EV00486,significant,0.00036363636363636367,25
EV00487,significant,0.00036363636363636367,25
EV00488,significant,0.00036363636363636367,25
EV00489,significant,0.00036363636363636367,25
EV00490,significant,0.00036363636363636367,25
EV00491,significant,0.00036363636363636367,25
EV00492,significant,0.00036363636363636367,25
EV00493,significant,0.00036363636363636367,25
EV00494,significant,0.00036363636363636367,25
EV00495,significant,0.00036363636363636367,25
EV00496,significant,0.00036363636363636367,25
EV00497,significant,0.00036363636363636367,25
EV00498,significant,0.00036363636363636367,25
EV00499,significant,0.00036363636363636367,25
EV00500,major,0.0002,50
EV00501,major,0.0002,50
EV00502,major,0.0002,50
EV00503,major,0.0002,50
EV00504,major,0.0002,50
EV00505,major,0.0002,50
EV00506,major,0.0002,50
EV00507,major,0.0002,50
EV00508,major,0.0002,50
EV00509,major,0.0002,50
EV00510,major,0.0002,50
EV00511,major,0.0002,50
EV00512,major,0.0002,50
EV00513,major,0.0002,50
EV00514,major,0.0002,50
EV00515,major,0.0002,50
EV00516,major,0.0002,50
EV00517,major,0.0002,50
EV00518,major,0.0002,50
EV00519,major,0.0002,50
EV00520,major,0.0002,50
EV00521,major,0.0002,50
EV00522,major,0.0002,50
EV00523,major,0.0002,50
EV00524,major,0.0002,50
EV00525,major,0.0002,50
EV00526,major,0.0002,50
EV00527,major,0.0002,50
EV00528,major,0.0002,50
EV00529,major,0.0002,50
EV00530,major,0.0002,50
EV00531,major,0.0002,50
EV00532,major,0.0002,50
EV00533,major,0.0002,50
EV00534,major,0.0002,50
EV00535,major,0.0002,50
EV00536,major,0.0002,50
EV00537,major,0.0002,50
EV00538,major,0.0002,50
EV00539,major,0.0002,50
EV00540,major,0.0002,50
EV00541,major,0.0002,50
EV00542,major,0.0002,50
EV00543,major,0.0002,50
EV00544,major,0.0002,50
EV00545,major,0.0002,50
EV00546,major,0.0002,50
EV00547,major,0.0002,50
EV00548,major,0.0002,50
EV00549,major,0.0002,50
EV00550,major,0.0002,50
EV00551,major,0.0002,50
EV00552,major,0.0002,50
EV00553,major,0.0002,50
EV00554,major,0.0002,50
EV00555,major,0.0002,50
EV00556,major,0.0002,50
EV00557,major,0.0002,50
EV00558,major,0.0002,50
EV00559,major,0.0002,50
EV00560,major,0.0002,50
EV00561,major,0.0002,50
EV00562,major,0.0002,50
EV00563,major,0.0002,50
EV00564,major,0.0002,50
EV00565,major,0.0002,50
EV00566,major,0.0002,50
EV00567,major,0.0002,50
EV00568,major,0.0002,50
EV00569,major,0.0002,50
EV00570,major,0.0002,50
EV00571,major,0.0002,50
EV00572,major,0.0002,50
EV00573,major,0.0002,50
EV00574,major,0.0002,50
EV00575,major,0.0002,50
EV00576,major,0.0002,50
EV00577,major,0.0002,50
EV00578,major,0.0002,50
EV00579,major,0.0002,50
EV00580,major,0.0002,50
EV00581,major,0.0002,50
EV00582,major,0.0002,50
EV00583,major,0.0002,50
EV00584,major,0.0002,50
EV00585,major,0.0002,50
EV00586,major,0.0002,50
EV00587,major,0.0002,50
EV00588,major,0.0002,50
EV00589,major,0.0002,50
EV00590,major,0.0002,50
EV00591,major,0.0002,50
EV00592,major,0.0002,50
EV00593,major,0.0002,50
EV00594,major,0.0002,50
EV00595,major,0.0002,50
EV00596,major,0.0002,50
EV00597,major,0.0002,50
EV00598,major,0.0002,50
EV00599,major,0.0002,50
EV00600,severe,0.000125,100
EV00601,severe,0.000125,100
EV00602,severe,0.000125,100
EV00603,severe,0.000125,100
EV00604,severe,0.000125,100
EV00605,severe,0.000125,100
EV00606,severe,0.000125,100
EV00607,severe,0.000125,100
EV00608,severe,0.000125,100
EV00609,severe,0.000125,100
EV00610,severe,0.000125,100
EV00611,severe,0.000125,100
EV00612,severe,0.000125,100
EV00613,severe,0.000125,100
EV00614,severe,0.000125,100
EV00615,severe,0.000125,100
EV00616,severe,0.000125,100
EV00617,severe,0.000125,100
EV00618,severe,0.000125,100
EV00619,severe,0.000125,100
EV00620,severe,0.000125,100
EV00621,severe,0.000125,100
EV00622,severe,0.000125,100
EV00623,severe,0.000125,100
EV00624,severe,0.000125,100
EV00625,severe,0.000125,100
EV00626,severe,0.000125,100
EV00627,severe,0.000125,100
EV00628,severe,0.000125,100
EV00629,severe,0.000125,100
EV00630,severe,0.000125,100
EV00631,severe,0.000125,100
EV00632,severe,0.000125,100
EV00633,severe,0.000125,100
EV00634,severe,0.000125,100
EV00635,severe,0.000125,100
EV00636,severe,0.000125,100
EV00637,severe,0.000125,100
EV00638,severe,0.000125,100
EV00639,severe,0.000125,100
EV00640,severe,0.000125,100
EV00641,severe,0.000125,100
EV00642,severe,0.000125,100
EV00643,severe,0.000125,100
EV00644,severe,0.000125,100
EV00645,severe,0.000125,100
EV00646,severe,0.000125,100
EV00647,severe,0.000125,100
EV00648,severe,0.000125,100
EV00649,severe,0.000125,100
EV00650,severe,0.000125,100
EV00651,severe,0.000125,100
EV00652,severe,0.000125,100
EV00653,severe,0.000125,100
EV00654,severe,0.000125,100
EV00655,severe,0.000125,100
EV00656,severe,0.000125,100
EV00657,severe,0.000125,100
EV00658,severe,0.000125,100
EV00659,severe,0.000125,100
EV00660,severe,0.000125,100
EV00661,severe,0.000125,100
EV00662,severe,0.000125,100
EV00663,severe,0.000125,100
EV00664,severe,0.000125,100
EV00665,severe,0.000125,100
EV00666,severe,0.000125,100
EV00667,severe,0.000125,100
EV00668,severe,0.000125,100
EV00669,severe,0.000125,100
EV00670,severe,0.000125,100
EV00671,severe,0.000125,100
EV00672,severe,0.000125,100
EV00673,severe,0.000125,100
EV00674,severe,0.000125,100
EV00675,severe,0.000125,100
EV00676,severe,0.000125,100
EV00677,severe,0.000125,100
EV00678,severe,0.000125,100
EV00679,severe,0.000125,100
EV00680,extreme,5.714285714285714e-05,250
EV00681,extreme,5.714285714285714e-05,250
EV00682,extreme,5.714285714285714e-05,250
EV00683,extreme,5.714285714285714e-05,250
EV00684,extreme,5.714285714285714e-05,250
EV00685,extreme,5.714285714285714e-05,250
EV00686,extreme,5.714285714285714e-05,250
EV00687,extreme,5.714285714285714e-05,250
EV00688,extreme,5.714285714285714e-05,250
EV00689,extreme,5.714285714285714e-05,250
EV00690,extreme,5.714285714285714e-05,250
EV00691,extreme,5.714285714285714e-05,250
EV00692,extreme,5.714285714285714e-05,250
EV00693,extreme,5.714285714285714e-05,250
EV00694,extreme,5.714285714285714e-05,250
EV00695,extreme,5.714285714285714e-05,250
EV00696,extreme,5.714285714285714e-05,250
EV00697,extreme,5.714285714285714e-05,250
EV00698,extreme,5.714285714285714e-05,250
EV00699,extreme,5.714285714285714e-05,250
EV00700,extreme,5.714285714285714e-05,250
EV00701,extreme,5.714285714285714e-05,250
EV00702,extreme,5.714285714285714e-05,250
EV00703,extreme,5.714285714285714e-05,250
EV00704,extreme,5.714285714285714e-05,250
EV00705,extreme,5.714285714285714e-05,250
EV00706,extreme,5.714285714285714e-05,250
EV00707,extreme,5.714285714285714e-05,250
EV00708,extreme,5.714285714285714e-05,250
EV00709,extreme,5.714285714285714e-05,250
EV00710,extreme,5.714285714285714e-05,250
EV00711,extreme,5.714285714285714e-05,250
EV00712,extreme,5.714285714285714e-05,250
EV00713,extreme,5.714285714285714e-05,250
EV00714,extreme,5.714285714285714e-05,250
EV00715,extreme,5.714285714285714e-05,250
EV00716,extreme,5.714285714285714e-05,250
EV00717,extreme,5.714285714285714e-05,250
EV00718,extreme,5.714285714285714e-05,250
EV00719,extreme,5.714285714285714e-05,250
EV00720,extreme,5.714285714285714e-05,250
EV00721,extreme,5.714285714285714e-05,250
EV00722,extreme,5.714285714285714e-05,250
