loss,exceedance_prob,return_period_years
11093861.384087667,0.46481,2.1514167079021536
11114968.338772768,0.4648,2.1514629948364887
11117703.159815785,0.46479,2.1515092837625596
11143695.978358215,0.46478,2.151555574680494
11161545.393418156,0.46477,2.151601867590421
11175732.405294579,0.46476,2.151648162492469
11215293.568474308,0.46475,2.1516944593867673
11232988.936521646,0.46332,2.158335491668825
11242794.101037158,0.46331,2.158382076795234
11284283.344918806,0.4633,2.158428663932657
11303411.299796177,0.46328,2.1585218442410636
11323702.296828773,0.46327,2.158568437412308
11324541.312427906,0.46325,2.1586616297895307
11329071.262664918,0.46324,2.158708228995769
11344332.44725683,0.46323,2.1587548302139328
11367167.44606704,0.46173,2.165767872999372
11371374.66129627,0.46171,2.1658616880726
11404745.57996618,0.4617,2.1659085986571367
11419915.083229419,0.46168,2.1660024259227173
11420243.181680828,0.46167,2.1660493426040244
11421292.705487296,0.46166,2.1660962613178527
11421848.335845035,0.46165,2.1661431820643346
11431290.58188164,0.46164,2.166190104843601
11435957.1716319,0.46163,2.166237029655785
11445319.04585643,0.46162,2.1662839565010183
11459814.42144838,0.46161,2.1663308853794327
11460806.991001382,0.46159,2.1664247492363353
11473529.278857812,0.46158,2.1664716842150873
11478328.411304029,0.46157,2.1665186212275493
11482707.017078575,0.46156,2.166565560273854
11483098.00950002,0.46155,2.1666125013541326
11483121.72503836,0.46154,2.1666594444685185
11485507.271409608,0.46153,2.166706389617143
11492018.582667103,0.46152,2.166753336800139
11494083.432498813,0.4615,2.1668472372697725
11505152.65466634,0.46149,2.166894190556675
11505733.440076536,0.46148,2.1669411458784777
11526080.737299858,0.46147,2.166988103235313
11544609.454996193,0.45987,2.1745275838824014
11565398.073817927,0.45986,2.1745748706127954
11631677.60372315,0.45985,2.1746221593998043
11670998.849332293,0.45984,2.174669450243563
11679533.273293572,0.45983,2.1747167431442054
11697493.883681394,0.45982,2.174764038101866
11707712.947391625,0.45981,2.1748113351166785
11728920.991721328,0.45842,2.181405697831683
11746901.137402896,0.45841,2.1814532841779193
11747743.32975517,0.4584,2.181500872600349
11781756.304344282,0.45839,2.1815484630991078
11807413.256964017,0.45838,2.1815960556743312
11820814.467135977,0.45703,2.1880401724175655
11827661.14794135,0.45702,2.1880880486630785
11840942.219952758,0.45701,2.1881359270037852
11849486.086485364,0.45541,2.1958235436200346
11856127.903678462,0.4554,2.195871761089152
11868289.21175484,0.45539,2.195919980675904
11869163.561735768,0.45538,2.1959682023804294
11878730.741301032,0.45391,2.2030799057081802
11900904.937281743,0.4539,2.203128442388191
11908849.533064563,0.45237,2.210579835090744
11916122.644117162,0.45236,2.2106287028030773
11924350.622790042,0.45235,2.2106775726760253
11924845.679684268,0.45234,2.2107264447097315
11937977.3220127,0.45233,2.2107753189043398
11938591.692281011,0.45053,2.219608017224158
11938969.891565703,0.45052,2.2196572849152094
11947546.052654907,0.45051,2.219706554793456
11957572.597633284,0.4505,2.2197558268590454
11961284.625602681,0.45049,2.2198051011121223
11962955.992985524,0.45048,2.2198543775528328
11970181.483231422,0.45046,2.2199529369977355
11991975.189981285,0.45045,2.22000222000222
11992255.988742687,0.45044,2.2200515051949203
11993059.098250525,0.44892,2.227568386349461
11996884.33556059,0.44891,2.227618008063977
12000832.149831891,0.4489,2.227667631989307
12001824.719384894,0.44889,2.227717258125599
12015563.292332668,0.44888,2.2277668864729994
12019793.56021115,0.44886,2.22786614980172
12023467.58040841,0.44885,2.227915784783335
12024460.14996141,0.44884,2.2279654219766507
12028369.721300354,0.44883,2.228015061381815
12032732.26143016,0.44882,2.2280647029989753
12042108.29424813,0.4488,2.2281639928698755
12043717.684428953,0.44879,2.228213641123911
12049739.93964488,0.44878,2.2282632915905345
12056136.758222919,0.44877,2.2283129442698932
12060367.0261014,0.44876,2.2283625991621356
12065033.61585166,0.44875,2.2284122562674096
12077059.646613412,0.44874,2.2284619155858625
12094518.29059409,0.44873,2.228511577117643
12099533.413758263,0.44726,2.2358359790725753
12100564.487273194,0.44725,2.2358859698155396
12108647.439896151,0.44722,2.236035955458164
12155050.040211257,0.4472,2.23613595706619
12158148.297946874,0.44719,2.2361859612245354
12170319.855732884,0.44715,2.2363860002236384
12170501.135168474,0.44714,2.236436015565595
12175268.743866755,0.44574,2.2434603131870596
12191273.740742706,0.44572,2.243560979987436
12193590.887222992,0.44571,2.243611316775482
12198154.895931715,0.4457,2.243661655822302
12208205.639153829,0.4439,2.2527596305474207
12212702.583122531,0.44214,2.2617270547790294
12216422.242198229,0.44212,2.261829367592509
12221144.403361198,0.44211,2.261880527470539
12226562.546203677,0.44209,2.2619828541699656
12235024.803837975,0.44208,2.262034020991676
12240277.40361311,0.44206,2.262136361579876
12258772.094690736,0.44205,2.2621875353466803
12259569.207522994,0.44204,2.26223871142883
12285208.885675438,0.44203,2.2622898898264823
12305000.02050436,0.44202,2.2623410705397946
12314017.76145798,0.44201,2.262392253568924
12318734.81201972,0.44198,2.262545816552785
12329453.20474122,0.44197,2.2625970088467544
12331965.457044737,0.44196,2.2626482034573265
12335124.71614308,0.44195,2.2626994003846588
12364842.309086293,0.44193,2.2628018011902338
12365192.06809793,0.4419,2.2629554197782302
12373337.636033537,0.44189,2.2630066306094276
12385949.263771392,0.44187,2.263109059225564
12396514.900483798,0.44186,2.263160277010818
12402513.523354363,0.44185,2.2632114971144053
12421135.937577814,0.44183,2.2633139442772108
12443113.904478172,0.44182,2.2633651713367433
12455958.19171863,0.44181,2.2634164007152395
12462376.59984085,0.4418,2.263467632412856
12469673.049128063,0.44178,2.263570102766083
12474405.967996178,0.44031,2.2711271604097116
12483337.191999812,0.4403,2.271178741766977
12486479.111901294,0.44028,2.2712819115108567
12503633.052893668,0.44027,2.27133349989779
12504625.622446671,0.44026,2.2713850906282653
12513201.783535875,0.44024,2.27148827912048
12523424.18772259,0.44023,2.2715398768825388
12523847.029336095,0.44022,2.271591476988778
12526940.35648365,0.44021,2.2716430794393587
12532992.918364797,0.4402,2.271694684234439
12539587.37672675,0.44019,2.2717462913741793
12546731.49131257,0.44018,2.2717979008587394
12551458.971315034,0.44016,2.271901126862959
12555264.26991743,0.44015,2.2719527433829376
12555628.348941313,0.44014,2.2720043622483757
12560035.132404238,0.44013,2.2720559834594325
12565184.957994197,0.44011,2.272159232919043
12578899.81540363,0.4401,2.2722108611679164
12589885.238402423,0.44009,2.2722624917630485
12608512.660367351,0.44008,2.272314124704599
12614359.095571738,0.44007,2.2723657599927285
12629632.780960819,0.44006,2.272417397627596
12629915.620765967,0.44005,2.272469037609363
12661798.757544335,0.44004,2.2725206799381876
12665183.643200051,0.44002,2.272623971637653
12671367.488186542,0.44001,2.2726756210086134
12689336.329012798,0.44,2.272727272727273
12694002.918763058,0.43999,2.272778926793791
12696308.379779408,0.43997,2.2728822419710433
12704725.446767997,0.43996,2.272933903082098
12728804.660899287,0.43994,2.273037232349866
12731791.518291991,0.43993,2.273088900506899
12742423.877591813,0.43992,2.2731405710129113
12755227.437365588,0.43991,2.273192243868064
12758011.543944981,0.4399,2.273243919072516
12762774.051858574,0.43989,2.273295596626429
12766800.655235903,0.43988,2.2733472765299627
12767580.274587188,0.43987,2.273398958783277
12767910.898416732,0.43986,2.273450643386532
12768966.010313362,0.43985,2.2735023303398885
12777862.867942102,0.43984,2.2735540196435067
12781318.847534962,0.43982,2.273657405302169
12782616.065920305,0.43981,2.273709101657534
12783021.942835907,0.4398,2.2737608003638017
12785554.451188238,0.43979,2.2738125014211326
12787224.74216663,0.43976,2.2739676187011097
12810769.34418891,0.43975,2.274019329164298
12816249.745235998,0.43838,2.2811259637757195
12819905.02065494,0.43837,2.281178000319365
12836378.998816552,0.43836,2.2812300392371565
12838306.915657373,0.43834,2.28133412419583
12852335.379632162,0.43832,2.281438218653039
12864850.534913098,0.43831,2.281490269444001
12878209.78851727,0.43829,2.281594378151452
12880206.474578828,0.43827,2.2816984963606908
12907561.947633058,0.43826,2.281750559028887
12931912.230655678,0.43825,2.281802624073018
12933969.407475073,0.43824,2.281854691493246
12941620.786170106,0.43822,2.281958833462644
12948367.584172584,0.43821,2.2820109080121402
12961134.056410657,0.43819,2.282115064241539
12961840.614363046,0.43818,2.2821671459217674
12967829.149006471,0.43817,2.2822192299792317
12981381.94738799,0.43816,2.2822713164140955
12981544.006415904,0.43815,2.2823234052265207
12988385.616278507,0.43814,2.2823754964166705
12992529.429414697,0.4381,2.282583884957772
12995383.719066352,0.43808,2.282688093498904
12996975.920102142,0.43807,2.2827402013376856
12998219.579350429,0.43806,2.2827923115554944
13010714.493049916,0.43803,2.2829486564847157
13014944.760928398,0.43802,2.283000776220264
13015002.603103694,0.43801,2.2830528983356544
13016002.68659765,0.438,2.2831050228310503
13019611.350678658,0.43799,2.2831571497066143
13021628.858921051,0.43798,2.28320927896251
13035793.821426574,0.43796,2.2833135446159467
13041506.723744888,0.43795,2.2833656810138145
13049044.126978742,0.43793,2.283469960952664
13052492.146743681,0.43792,2.2835221044939717
13059735.457080033,0.43791,2.283574250416752
13078566.479130909,0.43789,2.2836785494073855
13083378.24092206,0.43787,2.2837828579258685
13096633.9557355,0.43784,2.2839393385711677
13097626.525288504,0.43783,2.283991503551607
13106202.686377708,0.43782,2.284043670914988
13106715.046466138,0.43641,2.291423202951353
13111702.62045056,0.4364,2.2914757103574703
13115428.361025348,0.43639,2.2915282201700315
13124171.527203964,0.43637,2.291633247015148
13136535.315710448,0.43636,2.2916857640480335
13136664.338099048,0.43635,2.2917382834880256
13137656.907652048,0.43634,2.291790805335289
13140144.486734394,0.43633,2.291843329589989
13146233.068741253,0.43631,2.2919483853223626
13153175.085027946,0.43629,2.29205345068647
13168712.822384074,0.43628,2.292105986980838
13168868.499317769,0.43626,2.2922110667950304
13169444.846248178,0.43625,2.292263610315186
13171489.77206055,0.43622,2.2924212553298795
13178230.373542298,0.4362,2.2925263640531868
13185204.629469983,0.43619,2.292578922029391
13189928.234943908,0.43456,2.3011782032400587
13208048.847228542,0.43455,2.3012311586698884
13210194.908065043,0.43454,2.301284116537028
13221001.740116682,0.43452,2.3013900395839086
13229407.563577162,0.4345,2.3014959723820483
13251728.254473612,0.43449,2.301548942438261
13260117.576737396,0.43448,2.3016019149327933
13275305.545530573,0.43447,2.3016548898658136
13279152.193851266,0.43446,2.30170786723749
13280853.979529545,0.43445,2.3017608470479916
13282167.212743029,0.43444,2.3018138292974863
13292322.805589817,0.43443,2.301866813986143
13297216.023983724,0.43441,2.301972790681614
13303308.22858861,0.43439,2.3020787771357534
13305697.195766727,0.43438,2.302131774022745
13305850.321856486,0.43437,2.302184773349909
13319725.659741515,0.43436,2.302237775117414
13321531.888328675,0.43434,2.302343785974122
13342615.302648555,0.4329,2.31000231000231
13342930.112721816,0.43289,2.3100556723417034
13344994.540189348,0.43288,2.3101090371465536
13354219.12365556,0.43287,2.3101624044170306
13356080.90182903,0.43286,2.310215774153306
13357665.979913298,0.43285,2.3102691463555503
13361911.732891688,0.43284,2.310322521023935
13368651.402912091,0.43283,2.3103758981586306
13373105.469302258,0.43282,2.3104292777598077
13375626.59030112,0.43281,2.3104826598276382
13379628.364894778,0.4328,2.310536044362292
13380857.006023608,0.43139,2.3180880409837967
13381167.982888384,0.43138,2.3181417775511153
13385374.85081177,0.43137,2.318195516609871
13386612.013299914,0.43136,2.3182492581602374
13403803.4134649,0.43135,2.318303002202388
13406905.449457344,0.43134,2.3183567487364956
13421985.117011957,0.4299,2.3261223540358222
13425384.246151708,0.42989,2.3261764637465396
13428546.882299632,0.42988,2.326230575974691
13428700.32229035,0.42987,2.3262846907204504
13431732.00688817,0.42986,2.3263388079839946
13434839.397683641,0.42985,2.3263929277654993
13438660.947988756,0.42983,2.3265011748830933
13443247.583614083,0.42982,2.3265553022195338
13445992.049570791,0.4298,2.3266635644485807
13458477.581289478,0.42979,2.326717699341539
13461968.251578737,0.42978,2.326771836753688
13470865.109207477,0.42976,2.3268801191362622
13473217.678514026,0.42975,2.326934264107039
13480223.645422092,0.42974,2.32698841159771
13484514.602583624,0.42973,2.327042561608452
13487403.167196855,0.42972,2.3270967141394396
13496531.386582535,0.42971,2.3271508691908496
13497094.074152246,0.4281,2.33590282644242
13500053.994257076,0.42809,2.3359573921371672
13500270.716300778,0.42808,2.3360119603812373
13505621.557268724,0.42807,2.336066531174808
13505793.854561076,0.42806,2.336121104518058
13512800.783321777,0.42637,2.345380772568426
13520051.02738239,0.42636,2.34543578196829
13526815.718216239,0.42634,2.34554580850964
13538633.08514458,0.42633,2.345600825651491
13540844.182191027,0.42632,2.3456558453743668
13545566.81974557,0.42631,2.34571086767845
13560233.433629762,0.4263,2.345765892563922
13561170.157077163,0.42628,2.3458759500797597
13565164.631722607,0.42627,2.3459309827104886
13568809.594718967,0.42625,2.3460410557184748
13581923.361146664,0.42624,2.346096096096096
13585932.168233315,0.42621,2.346261232725652
13586778.435545223,0.4262,2.346316283435007
13591662.539900918,0.42619,2.3463713367277506
13591983.5353877,0.42495,2.3532180256500763
13598981.213458378,0.42494,2.353273403303996
13600806.899520012,0.42493,2.353328783564352
13602978.386303995,0.42491,2.3534395519051095
13613963.809302788,0.4249,2.353494939985879
13646407.887446657,0.42489,2.3535503306738215
13655836.938307848,0.42487,2.3536611198719606
13664938.793236202,0.42485,2.3537719195010003
13674936.563414762,0.42482,2.35393813850572
13693694.694393348,0.42481,2.3539935500576727
13695377.751505619,0.4248,2.354048964218456
13695867.320671393,0.42479,2.354104380988253
13698953.63611164,0.42478,2.354159800367249
13702938.769801855,0.42477,2.354215222355628
13703931.339354858,0.42476,2.3542706469535735
13724045.724486956,0.42475,2.3543260741612713
13725038.294039957,0.42474,2.354381503978905
13727191.213268137,0.42325,2.362669816893089
13727596.16956534,0.42324,2.3627256402986485
13741802.476993632,0.42323,2.3627814663421782
13747353.028076937,0.42321,2.3628931263438955
13751583.29595542,0.4232,2.3629489603024574
13756249.88570568,0.42319,2.363004796899738
13765611.759930208,0.42318,2.3630606361359234
13780829.137285274,0.42317,2.363116478011201
13790022.544453003,0.42316,2.3631723225257586
13790529.258002248,0.42315,2.3632281696797826
13790879.226136269,0.42313,2.363339871906979
13799630.178917797,0.42312,2.3633957269805257
13807199.676453697,0.42311,2.3634515846942876
13811049.515474692,0.42309,2.3635633080432057
13819625.676563896,0.42308,2.3636191736787366
13822114.023068184,0.42307,2.363675041955232
13840074.633456007,0.42306,2.3637309128728785
13842261.107140413,0.42305,2.363786786431864
13844942.545650758,0.42304,2.363842662632375
13850586.392564287,0.42303,2.3638985414745997
13851029.243269198,0.42302,2.3639544229587255
13851622.981364941,0.42301,2.3640103070849388
13853691.142361563,0.42141,2.3729859281934456
13863382.080490798,0.42139,2.37309855478298
13883968.88595016,0.42138,2.3731548720869524
13884968.850887377,0.42137,2.3732111920639816
13890730.53867345,0.42136,2.3732675147142586
13891059.62563274,0.42135,2.373323840037973
13891750.04381214,0.42134,2.373380168035316
13894353.300185995,0.42133,2.3734364987064773
13902288.359417636,0.42132,2.3734928320516473
13902929.4612752,0.42129,2.373661848133115
13906171.63431277,0.42128,2.373718192176225
13916668.034222975,0.42126,2.373830888287518
13916966.15568842,0.42124,2.3739435951001804
13920898.302101456,0.42123,2.373999952520001
13925564.891851716,0.42122,2.3740563126157355
13934926.766076244,0.4212,2.3741690408357075
13935953.733035963,0.41992,2.381405982091827
13956170.263098272,0.41991,2.3814626943868924
13956474.722370777,0.41833,2.3904572944804343
13970241.897715962,0.41831,2.3905715856661325
13997863.930561103,0.4183,2.390628735357399
14003280.103915615,0.41829,2.3906858877812045
14003762.04297129,0.41828,2.390743042937745
14012848.83455782,0.41827,2.390800200827217
14023527.994892947,0.41825,2.390914524805738
14024520.56444595,0.41824,2.3909716908951797
14026587.407505596,0.41823,2.391028859718337
14030817.675384078,0.41822,2.3910860312754054
14051065.566361409,0.41821,2.391143205566581
14057307.287194706,0.4182,2.391200382592061
14066218.58135586,0.41818,2.3913147448467167
14109196.286343407,0.41817,2.391371930076285
14120712.526635867,0.41816,2.3914291180409415
14121705.09618887,0.41815,2.391486308740882
14128361.669668384,0.41637,2.401710017532483
14130214.416833833,0.41634,2.401883076331844
14138347.377001474,0.41633,2.401940768140658
14148250.09810433,0.41631,2.4020561600730224
14148407.646950359,0.4163,2.402113860196973
14152916.68785459,0.41629,2.4021715630930363
14154688.034586295,0.41628,2.4022292687614106
14156192.579902932,0.41627,2.4022869772022966
14167474.971143518,0.41625,2.4024024024024024
14168402.891995728,0.41623,2.402517838694952
14168716.420476073,0.41622,2.4025755610013935
14175468.029085116,0.41619,2.4027487445637807
14179388.314994521,0.41618,2.402806477966265
14191105.177245403,0.41615,2.4029796948215787
14191560.613701839,0.41614,2.4030374393233047
14202469.713392783,0.41612,2.4031529366528885
14205409.072744053,0.41611,2.403210689481147
14210976.108277261,0.4161,2.403268445085316
14212299.556935247,0.41608,2.403383964622188
14213552.912431601,0.41607,2.403441728555291
14220661.234194111,0.41463,2.4117888237705905
14225847.490412634,0.41462,2.4118469924268005
14232908.6716622,0.41459,2.412021515231916
14235099.53833476,0.41458,2.4120796951131265
14238253.192839827,0.41457,2.4121378778010953
14242034.874644862,0.41456,2.4121960632960247
14247744.249918623,0.41455,2.4122542515981187
14266026.271503072,0.41454,2.4123124427075795
14273180.026281001,0.41453,2.412370636624611
14286464.044888146,0.41452,2.4124288333494164
14292609.783919677,0.41451,2.4124870328821983
14294050.630171113,0.4145,2.4125452352231607
14300719.594216654,0.41449,2.412603440372506
14309579.918550119,0.41448,2.412661648330438
14309771.348478127,0.41445,2.4128362890577875
14318360.057441855,0.41443,2.412952730256014
14318668.206106868,0.41441,2.413069182693468
14322426.579625674,0.4144,2.413127413127413
14325197.247709323,0.41438,2.413243882426758
14328030.080331396,0.41437,2.4133021212925647
14333854.490517318,0.41433,2.4135351048681004
14342217.714454595,0.41432,2.413593357791079
14356303.731828002,0.4143,2.413709872073377
14357167.895590492,0.41428,2.4138263976054843
14357896.931974657,0.41427,2.4138846645907255
14378746.789075986,0.41426,2.413942934389031
14379441.781209521,0.41425,2.4140012070006036
14382473.46580734,0.41423,2.4141177606643653
14383530.16084408,0.41422,2.414176041716962
14387140.587694306,0.41421,2.414234325583641
14387769.753949152,0.4142,2.4142926122646062
14390200.1925782,0.41418,2.414409194070211
14405730.364336975,0.41416,2.414525787135407
14408245.573609114,0.41415,2.414584087890861
14414678.159162767,0.41414,2.4146423914618245
14415168.609673308,0.41412,2.4147590070510963
14419344.748913027,0.4141,2.414875633904854
14423560.543207625,0.41408,2.4149922720247297
14439693.7473827,0.41407,2.415050595309972
14443257.98441732,0.41262,2.4235373951820076
14447337.531617451,0.41261,2.4235961319405734
14457334.057335552,0.4126,2.4236548715462916
14469686.894557152,0.41259,2.42371361399937
14476969.788791994,0.41258,2.4237723593000147
14478240.947449956,0.41257,2.423831107448433
14478441.012020651,0.41254,2.4240073689824015
14479233.517002959,0.41253,2.424066128523986
14487809.678092163,0.4125,2.4242424242424243
14488064.19623461,0.41248,2.4243599689681923
14488462.687871352,0.41117,2.432084052824866
14490793.849242251,0.41116,2.432143204591886
14495666.32741282,0.41115,2.4322023592362885
14495682.033825403,0.40959,2.4414658561000024
14499300.658392109,0.40958,2.441525465110601
14515649.737619597,0.40957,2.441585077032009
14526577.742954675,0.40956,2.44164469186444
14528825.48969712,0.40955,2.4417043096081064
14535343.462691627,0.40954,2.441763930263222
14543551.64948618,0.40953,2.4418235538300004
14544031.484534573,0.40952,2.441883180308654
14553148.137741655,0.40951,2.441942809699397
14555563.168156981,0.40787,2.4517615907029198
14555688.763425853,0.40786,2.4518217035257197
14563896.068987643,0.40785,2.45188181929631
14576805.070676986,0.40783,2.45200205968173
14582911.297356946,0.40781,2.4521223118609154
14585248.72797753,0.4078,2.4521824423737124
14587774.975892996,0.40779,2.452242575835602
14588560.197130281,0.40778,2.4523027122467997
14619543.2604023,0.40777,2.4523628516075235
14620299.588130761,0.40776,2.452422993917991
14639011.660873778,0.40775,2.452483139178418
14639058.029175222,0.40774,2.4525432873890223
14652873.295168772,0.40772,2.4526635926616303
14656757.686251825,0.40771,2.4527237497240684
14657532.23117201,0.40769,2.452844072702298
14667767.77201388,0.40625,2.4615384615384617
14670804.800031096,0.40623,2.4616596509366615
14672523.395422215,0.40622,2.461720250110777
14681713.89972204,0.40621,2.461780852268531
14686845.093236096,0.4062,2.461841457410143
14690228.692548672,0.4046,2.4715768660405337
14693630.350107316,0.40459,2.471637954472429
14706636.22806502,0.40457,2.471760140395976
14708356.778800324,0.40456,2.471821237888076
14712152.857991457,0.40455,2.471882338400692
14712866.655632218,0.40453,2.472004548488369
14713674.603796063,0.40452,2.4720656580638782
14718341.193546323,0.40451,2.4721267706607994
14718717.395163342,0.40449,2.4722490049197754
14730868.059647173,0.40288,2.4821286735504366
14735644.160593305,0.40287,2.4821902847072255
14736189.932179831,0.40286,2.4822518989227027
14737519.377695253,0.40285,2.4823135161970957
14745001.910172906,0.40283,2.482436759923541
14745994.479725908,0.4028,2.482621648460775
14751000.246229809,0.40279,2.4826832840934485
14751935.08530267,0.40278,2.4827449227866327
